GRAPHEME	SOUND_CLASS	NAME	SOUND_CLASS_MODEL
ũə	7	from nasalized rounded close back to unrounded mid central diphthong	prosody
ɔə	7	from rounded open-mid back to unrounded mid central diphthong	prosody
ɛ̃ə	7	from nasalized unrounded open-mid front to unrounded mid central diphthong	prosody
ĩə	7	from nasalized unrounded close front to unrounded mid central diphthong	prosody
ãi	7	from nasalized unrounded open front to unrounded close front diphthong	prosody
ɯ̃ə	7	from nasalized unrounded close back to unrounded mid central diphthong	prosody
ʌə	7	from unrounded open-mid back to unrounded mid central diphthong	prosody
uɨ	7	from rounded close back to unrounded close central diphthong	prosody
iɨ	7	from unrounded close front to unrounded close central diphthong	prosody
zˠ	3	velarized voiced alveolar sibilant fricative consonant	prosody
ðˠ	3	velarized voiced dental fricative consonant	prosody
æu	7	from unrounded near-open front to rounded close back diphthong	prosody
ɪi	7	from unrounded near-close near-front to unrounded close front diphthong	prosody
ieː	7	from unrounded close front to long unrounded close-mid front diphthong	prosody
tɬ̰	1	creaky voiceless alveolar lateral affricate consonant	prosody
ʉi	7	from rounded close central to unrounded close front diphthong	prosody
ɨ̥	7	devoiced unrounded close central vowel	prosody
ɛ̰̃	7	nasalized creaky unrounded open-mid front vowel	prosody
ˀl̪̥	5	pre-glottalized devoiced voiced dental lateral approximant consonant	prosody
ˀq	1	pre-glottalized voiceless uvular stop consonant	prosody
ˀt̪	1	pre-glottalized voiceless dental stop consonant	prosody
ˀn̪̥	4	pre-glottalized devoiced voiced dental nasal consonant	prosody
ˀw̥	6	pre-glottalized devoiced voiced labialized-velar approximant consonant	prosody
ˀt̪ɬ	1	from pre-glottalized voiceless dental stop to voiceless alveolar lateral fricative cluster	prosody
ˀt̪s	1	from pre-glottalized voiceless dental stop to voiceless alveolar sibilant fricative cluster	prosody
ˀj̥	6	pre-glottalized devoiced voiced palatal approximant consonant	prosody
ˀm̥	4	pre-glottalized devoiced voiced bilabial nasal consonant	prosody
ˀkʷ	1	pre-glottalized labialized voiceless velar stop consonant	prosody
æɪ	7	from unrounded near-open front to unrounded near-close near-front diphthong	prosody
ʎ’	5	voiced palatal ejective lateral approximant consonant	prosody
ʎʰ	5	aspirated voiced palatal lateral approximant consonant	prosody
ɲ’	4	voiced palatal ejective nasal consonant	prosody
ŋʷː	4	labialized long voiced velar nasal consonant	prosody
ɛ̙ː	7	long retracted-tongue-root unrounded open-mid front vowel	prosody
a̙ˠ	7	velarized retracted-tongue-root unrounded open front vowel	prosody
ɔ̙	7	retracted-tongue-root rounded open-mid back vowel	prosody
ɛ̙ˠ	7	velarized retracted-tongue-root unrounded open-mid front vowel	prosody
ɔ̙ː	7	long retracted-tongue-root rounded open-mid back vowel	prosody
a̙ː	7	long retracted-tongue-root unrounded open front vowel	prosody
ɛ̙	7	retracted-tongue-root unrounded open-mid front vowel	prosody
ɪ̙ˠ	7	velarized retracted-tongue-root unrounded near-close near-front vowel	prosody
ɪ̙ː	7	long retracted-tongue-root unrounded near-close near-front vowel	prosody
a̙	7	retracted-tongue-root unrounded open front vowel	prosody
gɦ	1	from voiced velar stop to voiced glottal fricative cluster	prosody
nɦ	4	from voiced alveolar nasal to voiced glottal fricative cluster	prosody
ɟɦ	1	from voiced palatal stop to voiced glottal fricative cluster	prosody
bɦ	1	from voiced bilabial stop to voiced glottal fricative cluster	prosody
mɦ	4	from voiced bilabial nasal to voiced glottal fricative cluster	prosody
ɖɦ	1	from voiced retroflex stop to voiced glottal fricative cluster	prosody
d̪ɦ	1	from voiced dental stop to voiced glottal fricative cluster	prosody
ɳɦ	4	from voiced retroflex nasal to voiced glottal fricative cluster	prosody
tçʰ	1	from voiceless alveolar stop to aspirated voiceless palatal sibilant fricative cluster	prosody
ʊɔ	7	from rounded near-close near-back to rounded open-mid back diphthong	prosody
ɲʄ	4	from voiced palatal nasal to voiced palatal implosive cluster	prosody
ɑ̃ĩ	7	from nasalized unrounded open back to nasalized unrounded close front diphthong	prosody
ɑ̃õ	7	from nasalized unrounded open back to nasalized rounded close-mid back diphthong	prosody
ẽĩ	7	from nasalized unrounded close-mid front to nasalized unrounded close front diphthong	prosody
ɑe	7	from unrounded open back to unrounded close-mid front diphthong	prosody
õũ	7	from nasalized rounded close-mid back to nasalized rounded close back diphthong	prosody
ɑo	7	from unrounded open back to rounded close-mid back diphthong	prosody
x̥	3	devoiced voiceless velar fricative consonant	prosody
ɴɢ	4	from voiced uvular nasal to voiced uvular stop cluster	prosody
aɔ	7	from unrounded open front to rounded open-mid back diphthong	prosody
eɔ	7	from unrounded close-mid front to rounded open-mid back diphthong	prosody
iʊ	7	from unrounded close front to rounded near-close near-back diphthong	prosody
oɛ	7	from rounded close-mid back to unrounded open-mid front diphthong	prosody
oɪ	7	from rounded close-mid back to unrounded near-close near-front diphthong	prosody
eʊ	7	from unrounded close-mid front to rounded near-close near-back diphthong	prosody
uɪ	7	from rounded close back to unrounded near-close near-front diphthong	prosody
a̰ḭ	7	from creaky unrounded open front to creaky unrounded close front diphthong	prosody
a̰ṵ	7	from creaky unrounded open front to creaky rounded close back diphthong	prosody
o̙	7	retracted-tongue-root rounded close-mid back vowel	prosody
o̘	7	advanced-tongue-root rounded close-mid back vowel	prosody
u̘	7	advanced-tongue-root rounded close back vowel	prosody
e̘	7	advanced-tongue-root unrounded close-mid front vowel	prosody
i̙	7	retracted-tongue-root unrounded close front vowel	prosody
e̙	7	retracted-tongue-root unrounded close-mid front vowel	prosody
ʑᶣ	3	labio-palatalized voiced alveolo-palatal sibilant fricative consonant	prosody
lᶣ	5	labio-palatalized voiced alveolar lateral approximant consonant	prosody
ŋgː	4	from voiced velar nasal to long voiced velar stop cluster	prosody
mbː	4	from voiced bilabial nasal to long voiced bilabial stop cluster	prosody
ndː	4	from voiced alveolar nasal to long voiced alveolar stop cluster	prosody
ʔʲː	1	palatalized long voiceless glottal stop consonant	prosody
wʱ	6	breathy voiced labialized-velar approximant consonant	prosody
tʱ	1	breathy voiceless alveolar stop consonant	prosody
pkʰ	1	from voiceless bilabial stop to aspirated voiceless velar stop cluster	prosody
bg	1	from voiced bilabial stop to voiced velar stop cluster	prosody
pʱ	1	breathy voiceless bilabial stop consonant	prosody
kʷʱ	1	labialized breathy voiceless velar stop consonant	prosody
tsʱ	2	breathy voiceless alveolar sibilant affricate consonant	prosody
sʲʷ	3	palatalized labialized voiceless alveolar sibilant fricative consonant	prosody
a̰ˑ	7	mid-long creaky unrounded open front vowel	prosody
o̰ː	7	long creaky rounded close-mid back vowel	prosody
o̰ˑ	7	mid-long creaky rounded close-mid back vowel	prosody
ɛ̰ˑ	7	mid-long creaky unrounded open-mid front vowel	prosody
ɔ̰ˑ	7	mid-long creaky rounded open-mid back vowel	prosody
ḛˑ	7	mid-long creaky unrounded close-mid front vowel	prosody
ḛː	7	long creaky unrounded close-mid front vowel	prosody
o̤ˑ	7	mid-long breathy rounded close-mid back vowel	prosody
a̰ː	7	long creaky unrounded open front vowel	prosody
ḭˑ	7	mid-long creaky unrounded close front vowel	prosody
ɱð	4	from voiced labio-dental nasal to voiced dental fricative cluster	prosody
iːe	7	from long unrounded close front to unrounded close-mid front diphthong	prosody
uːa	7	from long rounded close back to unrounded open front diphthong	prosody
ɰ̃	6	nasalized voiced velar approximant consonant	prosody
psʰ	1	from voiceless bilabial stop to aspirated voiceless alveolar sibilant fricative cluster	prosody
ntʼ	4	from voiced alveolar nasal to voiceless alveolar ejective stop cluster	prosody
ŋǃ’	4	voiced alveolar ejective nasal-click consonant	prosody
mpʼ	4	from voiced bilabial nasal to voiceless bilabial ejective stop cluster	prosody
mpfʼ	4	from voiced bilabial nasal to voiceless labio-dental ejective affricate cluster	prosody
ɲcʼ	4	from voiced palatal nasal to voiceless palatal ejective stop cluster	prosody
ŋkʼ	4	from voiced velar nasal to voiceless velar ejective stop cluster	prosody
l̪ʷ	5	labialized voiced dental lateral approximant consonant	prosody
œ̤	7	breathy rounded open-mid front vowel	prosody
rᶣ	5	labio-palatalized voiced alveolar trill consonant	prosody
e̥ː	7	long devoiced unrounded close-mid front vowel	prosody
nˤː	4	pharyngealized long voiced alveolar nasal consonant	prosody
r’ː	5	long voiced alveolar ejective trill consonant	prosody
l’ː	5	long voiced alveolar ejective lateral approximant consonant	prosody
r’	5	voiced alveolar ejective trill consonant	prosody
gɓ	1	from voiced velar stop to voiced bilabial implosive cluster	prosody
d’kx’	1	from voiced alveolar ejective stop to voiceless velar ejective affricate cluster	prosody
d̪’kx’	1	from voiced dental ejective stop to voiceless velar ejective affricate cluster	prosody
eˤ	7	pharyngealized unrounded close-mid front vowel	prosody
gǂqʰ	1	from voiced palatal click to aspirated voiceless uvular stop cluster	prosody
gǀkx’	1	from voiced dental click to voiceless velar ejective affricate cluster	prosody
gǃkx’	1	from voiced alveolar click to voiceless velar ejective affricate cluster	prosody
gʘqʰ	1	from voiced labial click to aspirated voiceless uvular stop cluster	prosody
gǀqʰ	1	from voiced dental click to aspirated voiceless uvular stop cluster	prosody
gǂkx’	1	from voiced palatal click to voiceless velar ejective affricate cluster	prosody
pʼkx’	1	from voiceless bilabial ejective stop to voiceless velar ejective affricate cluster	prosody
d̪x	1	from voiced dental stop to voiceless velar fricative cluster	prosody
tʼkx’	1	from voiceless alveolar ejective stop to voiceless velar ejective affricate cluster	prosody
gǃqʰ	1	from voiced alveolar click to aspirated voiceless uvular stop cluster	prosody
gʘkx’	1	from voiced labial click to voiceless velar ejective affricate cluster	prosody
gǁkx’	1	from voiced lateral click to voiceless velar ejective affricate cluster	prosody
t̪ʼkx’	1	from voiceless dental ejective stop to voiceless velar ejective affricate cluster	prosody
gǁqʰ	1	from voiced lateral click to aspirated voiceless uvular stop cluster	prosody
gʘx	1	from voiced labial click to voiceless velar fricative cluster	prosody
t̪x	1	from voiceless dental stop to voiceless velar fricative cluster	prosody
g’kx’	1	from voiced velar ejective stop to voiceless velar ejective affricate cluster	prosody
ŋǃǃʰ	4	aspirated voiced retroflex nasal-click consonant	prosody
gǀxʼ	1	from voiced dental click to voiceless velar ejective fricative cluster	prosody
gǃǃʰ	1	aspirated voiced retroflex click consonant	prosody
õˤ	7	pharyngealized nasalized rounded close-mid back vowel	prosody
gǃʰ	1	aspirated voiced alveolar click consonant	prosody
gǃxʼ	1	from voiced alveolar click to voiceless velar ejective fricative cluster	prosody
gǃǃxʼ	1	from voiced retroflex click to voiceless velar ejective fricative cluster	prosody
ŋǀʰ	4	aspirated voiced dental nasal-click consonant	prosody
t’ʰ	1	aspirated voiceless alveolar ejective stop consonant	prosody
ŋǃʰ	4	aspirated voiced alveolar nasal-click consonant	prosody
gǀʰ	1	aspirated voiced dental click consonant	prosody
ũˤ	7	pharyngealized nasalized rounded close back vowel	prosody
gǃǃx	1	from voiced retroflex click to voiceless velar fricative cluster	prosody
gǁxʼ	1	from voiced lateral click to voiceless velar ejective fricative cluster	prosody
nθ	4	from voiced alveolar nasal to voiceless dental fricative cluster	prosody
t̪ʃ	1	from voiceless dental stop to voiceless post-alveolar sibilant fricative cluster	prosody
ɪ̝	7	raised unrounded near-close near-front vowel	prosody
øɘ	7	from rounded close-mid front to unrounded close-mid central diphthong	prosody
eɘ	7	from unrounded close-mid front to unrounded close-mid central diphthong	prosody
œu	7	from rounded open-mid front to rounded close back diphthong	prosody
oɘ	7	from rounded close-mid back to unrounded close-mid central diphthong	prosody
ɪ̝ː	7	long raised unrounded near-close near-front vowel	prosody
h’	3	voiceless glottal ejective fricative consonant	prosody
ɸː	3	long voiceless bilabial fricative consonant	prosody
ɸʰ	3	aspirated voiceless bilabial fricative consonant	prosody
ǃʰ	1	aspirated voiceless alveolar click consonant	prosody
ǃʱ	1	breathy voiceless alveolar click consonant	prosody
ǃˀ	1	glottalized voiceless alveolar click consonant	prosody
ǃʰˀ	1	glottalized aspirated voiceless alveolar click consonant	prosody
bd	1	from voiced bilabial stop to voiced alveolar stop cluster	prosody
bɗ	1	from voiced bilabial stop to voiced dental implosive cluster	prosody
bɮ	1	from voiced bilabial stop to voiced alveolar lateral fricative cluster	prosody
cʲʷ	1	palatalized labialized voiceless palatal stop consonant	prosody
cʲː	1	palatalized long voiceless palatal stop consonant	prosody
cˀ	1	glottalized voiceless palatal stop consonant	prosody
c̥	1	devoiced voiceless palatal stop consonant	prosody
dˡ	1	with-lateral-release voiced alveolar stop consonant	prosody
fˀ	3	glottalized voiceless labio-dental fricative consonant	prosody
kt	1	from voiceless velar stop to voiceless alveolar stop cluster	prosody
kʲˀ	1	palatalized glottalized voiceless velar stop consonant	prosody
kˡ	1	with-lateral-release voiceless velar stop consonant	prosody
kˀˡ	1	glottalized with-lateral-release voiceless velar stop consonant	prosody
mˡ	4	with-lateral-release voiced bilabial nasal consonant	prosody
m̥ˡ	4	with-lateral-release devoiced voiced bilabial nasal consonant	prosody
pt	1	from voiceless bilabial stop to voiceless alveolar stop cluster	prosody
pˡ	1	with-lateral-release voiceless bilabial stop consonant	prosody
pʰˡ	1	aspirated with-lateral-release voiceless bilabial stop consonant	prosody
rˀ	5	glottalized voiced alveolar trill consonant	prosody
s̪ˀː	3	glottalized long voiceless dental sibilant fricative consonant	prosody
tp	1	from voiceless alveolar stop to voiceless bilabial stop cluster	prosody
tˡː	1	long with-lateral-release voiceless alveolar stop consonant	prosody
tˀˡː	1	glottalized long with-lateral-release voiceless alveolar stop consonant	prosody
tˡ	1	with-lateral-release voiceless alveolar stop consonant	prosody
tʰˡ	1	aspirated with-lateral-release voiceless alveolar stop consonant	prosody
tˀˡ	1	glottalized with-lateral-release voiceless alveolar stop consonant	prosody
t̥ˡ	1	with-lateral-release devoiced voiceless alveolar stop consonant	prosody
t̥ʰˡ	1	aspirated with-lateral-release devoiced voiceless alveolar stop consonant	prosody
u̠	7	retracted rounded close back vowel	prosody
vˀ	3	glottalized voiced labio-dental fricative consonant	prosody
v̰ː	3	long creaky voiced labio-dental fricative consonant	prosody
v̰	3	creaky voiced labio-dental fricative consonant	prosody
xˀ	3	glottalized voiceless velar fricative consonant	prosody
xʷˀ	3	labialized glottalized voiceless velar fricative consonant	prosody
zʱ	3	breathy voiced alveolar sibilant fricative consonant	prosody
zˀ	3	glottalized voiced alveolar sibilant fricative consonant	prosody
ǁʰ	1	aspirated voiceless lateral click consonant	prosody
ǁʱ	1	breathy voiceless lateral click consonant	prosody
ǁˀ	1	glottalized voiceless lateral click consonant	prosody
ǁʰˀ	1	glottalized aspirated voiceless lateral click consonant	prosody
ǂʰ	1	aspirated voiceless palatal click consonant	prosody
ǂʱ	1	breathy voiceless palatal click consonant	prosody
ǂˀ	1	glottalized voiceless palatal click consonant	prosody
ǂʰˀ	1	glottalized aspirated voiceless palatal click consonant	prosody
ɑ̯	7	non-syllabic unrounded open back vowel	prosody
gǃʰˀ	1	glottalized aspirated voiced alveolar click consonant	prosody
gd	1	from voiced velar stop to voiced alveolar stop cluster	prosody
gǁʰˀ	1	glottalized aspirated voiced lateral click consonant	prosody
gǂʰˀ	1	glottalized aspirated voiced palatal click consonant	prosody
gˀ	1	glottalized voiced velar stop consonant	prosody
ɨ̯	7	non-syllabic unrounded close central vowel	prosody
ɬʰ	5	aspirated voiceless alveolar lateral fricative consonant	prosody
ɬˀ	5	glottalized voiceless alveolar lateral fricative consonant	prosody
ɸˀ	3	glottalized voiceless bilabial fricative consonant	prosody
ʁˀ	5	glottalized voiced uvular fricative consonant	prosody
ʔʰ	1	aspirated voiceless glottal stop consonant	prosody
ʕˀ	1	glottalized voiced pharyngeal fricative consonant	prosody
ʕʷˀ	1	labialized glottalized voiced pharyngeal fricative consonant	prosody
ʘʰ	1	aspirated voiceless labial click consonant	prosody
ʘʱ	1	breathy voiceless labial click consonant	prosody
ʘˀ	1	glottalized voiceless labial click consonant	prosody
ʮˀ	7	glottalized rounded close with-frication back vowel	prosody
ʮː	7	long rounded close with-frication back vowel	prosody
ʯˀ	0	glottalized rounded close with-frication central vowel	prosody
ˀbˡ	1	pre-glottalized with-lateral-release voiced bilabial stop consonant	prosody
ˀc	1	pre-glottalized voiceless palatal stop consonant	prosody
ˀh	3	pre-glottalized voiceless glottal fricative consonant	prosody
ˀk	1	pre-glottalized voiceless velar stop consonant	prosody
ˀn̪	4	pre-glottalized voiced dental nasal consonant	prosody
ˀs̪	3	pre-glottalized voiceless dental sibilant fricative consonant	prosody
ˀt̪ʰ	1	pre-glottalized aspirated voiceless dental stop consonant	prosody
ˀv	3	pre-glottalized voiced labio-dental fricative consonant	prosody
ˀz	3	pre-glottalized voiced alveolar sibilant fricative consonant	prosody
ˀð	3	pre-glottalized voiced dental fricative consonant	prosody
ˀŋʷ	4	pre-glottalized labialized voiced velar nasal consonant	prosody
ˀɣ	3	pre-glottalized voiced velar fricative consonant	prosody
ˀɾ	5	pre-glottalized devoiced voiced alveolar tap consonant	prosody
ˀʁ	5	pre-glottalized voiced uvular fricative consonant	prosody
ˀʁʷ	5	pre-glottalized labialized voiced uvular fricative consonant	prosody
ⁿdʲ	1	pre-nasalized palatalized voiced alveolar stop consonant	prosody
ⁿdˡ	1	pre-nasalized with-lateral-release voiced alveolar stop consonant	prosody
ⁿs	3	pre-nasalized voiceless alveolar sibilant fricative consonant	prosody
ⁿtˀˡ	1	pre-nasalized glottalized with-lateral-release voiceless alveolar stop consonant	prosody
ⁿz	3	pre-nasalized voiced alveolar sibilant fricative consonant	prosody
ⁿɾ	5	pre-nasalized devoiced voiced alveolar tap consonant	prosody
a̝	7	raised unrounded open front vowel	prosody
a̝ː	7	long raised unrounded open front vowel	prosody
a̞	7	lowered unrounded open front vowel	prosody
a̤ˤ	7	pharyngealized breathy unrounded open front vowel	prosody
ã̤ˤ	7	pharyngealized nasalized breathy unrounded open front vowel	prosody
bʒ	1	from voiced bilabial stop to voiced post-alveolar sibilant fricative cluster	prosody
bˡ	1	with-lateral-release voiced bilabial stop consonant	prosody
bdz	1	from voiced bilabial stop to voiced alveolar sibilant affricate cluster	prosody
bdʒ	1	from voiced bilabial stop to voiced post-alveolar sibilant affricate cluster	prosody
btʃ	1	from voiced bilabial stop to voiceless post-alveolar sibilant affricate cluster	prosody
bç	1	from voiced bilabial stop to voiceless palatal sibilant fricative cluster	prosody
bʝ	1	from voiced bilabial stop to voiced palatal fricative cluster	prosody
cʃ	1	from voiceless palatal stop to voiceless post-alveolar sibilant fricative cluster	prosody
cˤ	1	pharyngealized voiceless palatal stop consonant	prosody
dʝ	1	from voiced alveolar stop to voiced palatal fricative cluster	prosody
d̪ʒ	1	from voiced dental stop to voiced post-alveolar sibilant fricative cluster	prosody
d̪ˤː	1	pharyngealized long voiced dental stop consonant	prosody
d̻ʑ	1	from voiced laminal alveolar stop to voiced alveolo-palatal sibilant fricative cluster	prosody
dβ	1	from voiced alveolar stop to voiced bilabial fricative cluster	prosody
e̝ː	7	long raised unrounded close-mid front vowel	prosody
ẽ̝	7	raised nasalized unrounded close-mid front vowel	prosody
ẽ̤	7	nasalized breathy unrounded close-mid front vowel	prosody
e̯a	7	from non-syllabic unrounded close-mid front to unrounded open front diphthong	prosody
e̯o	7	from non-syllabic unrounded close-mid front to rounded close-mid back diphthong	prosody
fˡ	3	with-lateral-release voiceless labio-dental fricative consonant	prosody
fˤ	3	pharyngealized voiceless labio-dental fricative consonant	prosody
hʷː	3	labialized long voiceless glottal fricative consonant	prosody
hˤ	3	pharyngealized voiceless glottal fricative consonant	prosody
i̝	7	raised unrounded close front vowel	prosody
i̝ː	7	long raised unrounded close front vowel	prosody
i̟	7	advanced unrounded close front vowel	prosody
i̤e̤	7	from breathy unrounded close front to breathy unrounded close-mid front diphthong	prosody
i̯o	7	from non-syllabic unrounded close front to rounded close-mid back diphthong	prosody
j’	6	voiced palatal ejective approximant consonant	prosody
kʷɦ	1	from labialized voiceless velar stop to voiced glottal fricative cluster	prosody
lʷˠ	5	labialized velarized voiced alveolar lateral approximant consonant	prosody
l̥ʰ	5	aspirated devoiced voiced alveolar lateral approximant consonant	prosody
l̪ʰ	5	aspirated voiced dental lateral approximant consonant	prosody
l̪’	5	voiced dental ejective lateral approximant consonant	prosody
l̪ˤː	5	pharyngealized long voiced dental lateral approximant consonant	prosody
mb̥	4	from voiced bilabial nasal to devoiced voiced bilabial stop cluster	prosody
m̥ʰ	4	aspirated devoiced voiced bilabial nasal consonant	prosody
mβ	4	from voiced bilabial nasal to voiced bilabial fricative cluster	prosody
nd̥	4	from voiced alveolar nasal to devoiced voiced alveolar stop cluster	prosody
n̥s	4	from devoiced voiced alveolar nasal to voiceless alveolar sibilant fricative cluster	prosody
n̪t̪ʼ	4	from voiced dental nasal to voiceless dental ejective stop cluster	prosody
n̪’	4	voiced dental ejective nasal consonant	prosody
o̝ː	7	long raised rounded close-mid back vowel	prosody
õ̝	7	raised nasalized rounded close-mid back vowel	prosody
o̤ˤ	7	pharyngealized breathy rounded close-mid back vowel	prosody
õ̤	7	nasalized breathy rounded close-mid back vowel	prosody
o̯a	7	from non-syllabic rounded close-mid back to unrounded open front diphthong	prosody
o̯u	7	from non-syllabic rounded close-mid back to rounded close back diphthong	prosody
pv	1	from voiceless bilabial stop to voiced labio-dental fricative cluster	prosody
p’ˤ	1	pharyngealized voiceless bilabial ejective stop consonant	prosody
pk	1	from voiceless bilabial stop to voiceless velar stop cluster	prosody
pts	1	from voiceless bilabial stop to voiceless alveolar sibilant affricate cluster	prosody
qʷˤ	1	labialized pharyngealized voiceless uvular stop consonant	prosody
r̥ʰ	5	aspirated devoiced voiced alveolar trill consonant	prosody
s̪ˤː	3	pharyngealized long voiceless dental sibilant fricative consonant	prosody
s̻ˤ	3	pharyngealized voiceless laminal alveolar sibilant fricative consonant	prosody
tz	1	from voiceless alveolar stop to voiced alveolar sibilant fricative cluster	prosody
tz’	1	from voiceless alveolar stop to voiced alveolar ejective sibilant fricative cluster	prosody
tɸʰ	1	from voiceless alveolar stop to aspirated voiceless bilabial fricative cluster	prosody
t̪ˤː	1	pharyngealized long voiceless dental stop consonant	prosody
t̪c	1	from voiceless dental stop to voiceless palatal stop cluster	prosody
t̪k	1	from voiceless dental stop to voiceless velar stop cluster	prosody
t̺s̺ʲ	1	from voiceless apical alveolar stop to palatalized voiceless apical alveolar sibilant fricative cluster	prosody
t̻ɕ	1	from voiceless laminal alveolar stop to voiceless alveolo-palatal sibilant fricative cluster	prosody
t̻ɕʰ	1	from voiceless laminal alveolar stop to aspirated voiceless alveolo-palatal sibilant fricative cluster	prosody
t̻ɕ’	1	from voiceless laminal alveolar stop to voiceless alveolo-palatal ejective sibilant fricative cluster	prosody
tθ’	1	voiceless dental ejective affricate consonant	prosody
u̝	7	raised rounded close back vowel	prosody
u̝ː	7	long raised rounded close back vowel	prosody
ṳo̤	7	from breathy rounded close back to breathy rounded close-mid back diphthong	prosody
ṳˤ	7	pharyngealized breathy rounded close back vowel	prosody
ṳ̃	7	nasalized breathy rounded close back vowel	prosody
vˡ	3	with-lateral-release voiced labio-dental fricative consonant	prosody
ṽʲ	3	nasalized palatalized voiced labio-dental fricative consonant	prosody
z’	3	voiced alveolar ejective sibilant fricative consonant	prosody
z̪ˤː	3	pharyngealized long voiced dental sibilant fricative consonant	prosody
z̻ˤ	3	pharyngealized voiced laminal alveolar sibilant fricative consonant	prosody
æ̞	7	lowered unrounded near-open front vowel	prosody
ŋkx’	4	from voiced velar nasal to voiceless velar ejective affricate cluster	prosody
ŋ’	4	voiced velar ejective nasal consonant	prosody
ŋ̥ʰ	4	aspirated devoiced voiced velar nasal consonant	prosody
ǀq	1	from voiceless dental click to voiceless uvular stop cluster	prosody
ǀqʰ	1	from voiceless dental click to aspirated voiceless uvular stop cluster	prosody
ǀs	1	from voiceless dental click to voiceless alveolar sibilant fricative cluster	prosody
ǀx	1	from voiceless dental click to voiceless velar fricative cluster	prosody
ǀʔ	1	from voiceless dental click to voiceless glottal stop cluster	prosody
ǀʰ	1	aspirated voiceless dental click consonant	prosody
ǁq	1	from voiceless lateral click to voiceless uvular stop cluster	prosody
ǁqʰ	1	from voiceless lateral click to aspirated voiceless uvular stop cluster	prosody
ǁx	1	from voiceless lateral click to voiceless velar fricative cluster	prosody
ǁʔ	1	from voiceless lateral click to voiceless glottal stop cluster	prosody
ǂq	1	from voiceless palatal click to voiceless uvular stop cluster	prosody
ǂqʰ	1	from voiceless palatal click to aspirated voiceless uvular stop cluster	prosody
ǂx	1	from voiceless palatal click to voiceless velar fricative cluster	prosody
ǂʔ	1	from voiceless palatal click to voiceless glottal stop cluster	prosody
ǃd	1	from voiceless alveolar click to voiced alveolar stop cluster	prosody
ǃq	1	from voiceless alveolar click to voiceless uvular stop cluster	prosody
ǃqʰ	1	from voiceless alveolar click to aspirated voiceless uvular stop cluster	prosody
ǃs	1	from voiceless alveolar click to voiceless alveolar sibilant fricative cluster	prosody
ǃt	1	from voiceless alveolar click to voiceless alveolar stop cluster	prosody
ǃx	1	from voiceless alveolar click to voiceless velar fricative cluster	prosody
ǃz	1	from voiceless alveolar click to voiced alveolar sibilant fricative cluster	prosody
ǃʃ	1	from voiceless alveolar click to voiceless post-alveolar sibilant fricative cluster	prosody
ǃʒ	1	from voiceless alveolar click to voiced post-alveolar sibilant fricative cluster	prosody
ǃʔ	1	from voiceless alveolar click to voiceless glottal stop cluster	prosody
ɓ̥ˠ	1	velarized devoiced voiced bilabial implosive consonant	prosody
ɔ̘	7	advanced-tongue-root rounded open-mid back vowel	prosody
ɔ̥	7	devoiced rounded open-mid back vowel	prosody
əe	7	from unrounded mid central to unrounded close-mid front diphthong	prosody
ə̝	7	raised unrounded mid central vowel	prosody
ə̯i	7	from non-syllabic unrounded mid central to unrounded close front diphthong	prosody
ɛ̘	7	advanced-tongue-root unrounded open-mid front vowel	prosody
ɛ̥	7	devoiced unrounded open-mid front vowel	prosody
ɟ̥	1	devoiced voiced palatal stop consonant	prosody
ɠʲ	0	palatalized voiced velar implosive consonant	prosody
ɠʷ	0	labialized voiced velar implosive consonant	prosody
gkx’	1	from voiced velar stop to voiceless velar ejective affricate cluster	prosody
gǀkx	1	from voiced dental click to voiceless velar affricate cluster	prosody
gǁkx	1	from voiced lateral click to voiceless velar affricate cluster	prosody
gǁʰ	1	aspirated voiced lateral click consonant	prosody
gǂkx	1	from voiced palatal click to voiceless velar affricate cluster	prosody
gǂʰ	1	aspirated voiced palatal click consonant	prosody
gǃkx	1	from voiced alveolar click to voiceless velar affricate cluster	prosody
gʘkx	1	from voiced labial click to voiceless velar affricate cluster	prosody
gʘʰ	1	aspirated voiced labial click consonant	prosody
gˤ	1	pharyngealized voiced velar stop consonant	prosody
gp	1	from voiced velar stop to voiceless bilabial stop cluster	prosody
ɣʰ	3	aspirated voiced velar fricative consonant	prosody
ɣ’	3	voiced velar ejective fricative consonant	prosody
ɦʲ	3	palatalized voiced glottal fricative consonant	prosody
ɦ̃	3	nasalized voiced glottal fricative consonant	prosody
ɪ̘	7	advanced-tongue-root unrounded near-close near-front vowel	prosody
ɰ’	6	voiced velar ejective approximant consonant	prosody
ɲ̥ʰ	4	aspirated devoiced voiced palatal nasal consonant	prosody
ɳʷ	4	labialized voiced retroflex nasal consonant	prosody
ɴ’	4	voiced uvular ejective nasal consonant	prosody
ɹː	5	long voiced alveolar approximant consonant	prosody
ɾˡ	5	with-lateral-release devoiced voiced alveolar tap consonant	prosody
ɾ̃	5	nasalized devoiced voiced alveolar tap consonant	prosody
ʀ’	5	voiced uvular ejective trill consonant	prosody
ʃ’ʷ	3	labialized voiceless post-alveolar ejective sibilant fricative consonant	prosody
ʃ̥ʷ	3	labialized devoiced voiceless post-alveolar sibilant fricative consonant	prosody
ʈʲʰ	1	palatalized aspirated voiceless retroflex stop consonant	prosody
ʈⁿ	1	with-nasal-release voiceless retroflex stop consonant	prosody
