ID	GRAPHEME	ALIASES	REPRESENTATION	TRANSCRIPTION_SYSTEMS	TRANSCRIPTION_DATA	SOUND_CLASSES
labialized voiced velar fricative consonant	ɣʷ	C, ɣʷ	10	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:x, color:#c89664, dolgo:K, prosody:3, sca:G
labialized voiceless velar ejective stop consonant	kʼʷ	C, kʷʼ, kʼʷ, k’ʷ	10	bipa	cv, diachronica, eurasian, lapsyd, pbase, phoible	asjp:k, color:#c89664, dolgo:K, prosody:1, sca:K
nasalized unrounded open front vowel	ã	V, ã, ã	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
rounded close-mid front vowel	ø	V, e̹, ø	10	bipa	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:U
nasalized unrounded close front vowel	ĩ	V, ĩ, ĩ	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
nasalized rounded close-mid back vowel	õ	V, õ, õõ, õ	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
long rounded close back vowel	uː	V, uu, uː	10	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
nasalized rounded close back vowel	ũ	V, ũ, ũũ, ũ	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
long nasalized rounded close back vowel	ũː	V, uː̃, ũː	10	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
nasalized unrounded near-open front vowel	æ̃	V, ä̃, æ̃	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
long unrounded open back vowel	ɑː	V, u*, ɑɑ, ɑː	10	asjp, bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:A
nasalized unrounded open back vowel	ɑ̃	V, ɑ̃, ɑ̃ɑ̃	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:A
nasalized rounded open-mid back vowel	ɔ̃	V, ɔ̃, ɔ̃ɔ̃	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
long nasalized rounded open-mid back vowel	ɔ̃ː	V, ɔː̃, ɔ̃ː	10	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
long unrounded mid central vowel	əː	3*, V, əə, əː	10	asjp, bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
rhotacized unrounded mid central vowel	ə˞	V, ə˞, ɚ	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, multimedia, nidaba, pbase, phoible	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
nasalized unrounded mid central vowel	ə̃	V, ə̃, ə̃ə̃	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
nasalized unrounded open-mid front vowel	ɛ̃	V, ɛ̃	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
long nasalized unrounded open-mid front vowel	ɛ̃ː	V, ɛː̃, ɛ̃ɛ̃, ɛ̃ː	10	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
unrounded close central vowel	ɨ	V, ɨ	10	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:I
unrounded near-close near-front vowel	ɪ	V, ı, ɪ	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
nasalized unrounded near-close near-front vowel	ɪ̃	V, ı̃, ɪ̃	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
rounded near-close near-front vowel	ʏ	V, ɪ̹, ʏ	10	bipa, gld	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
rounded close central vowel	ʉ	V, ʉ	10	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:Y
rounded near-close near-back vowel	ʊ	V, ʊ	10	bipa	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
labialized voiceless alveolar sibilant fricative consonant	sʷ	sw, sʷ	10	asjp, bipa, gld	diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:s, color:#6496c8, dolgo:S, prosody:3, sca:S
labialized voiced alveolar stop consonant	dʷ	dw, dʷ	10	asjp, bipa, gld	diachronica, eurasian, lapsyd, multimedia, nidaba, pbase, phoible	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
labialized voiced alveolar sibilant fricative consonant	zʷ	zw, zʷ	10	asjp, bipa, gld	diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:z, color:#6496c8, dolgo:S, prosody:3, sca:S
labialized voiceless glottal fricative consonant	hʷ	hw, hʷ	10	asjp, bipa, gld	diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:h, color:#96c864, dolgo:H, prosody:3, sca:H
from voiceless velar stop to voiceless bilabial stop cluster	kp	kp, k͜p, k͡p	10	asjp, bipa, gld	diachronica, lapsyd, multimedia, nidaba, pbase, phoible, ruhlen	asjp:k, color:#c89664, dolgo:K, prosody:1, sca:K
palatalized voiced alveolar trill consonant	rʲ	C, rʲ, ᶉ	9	bipa	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
long voiceless alveolar sibilant fricative consonant	sː	C, sː	9	bipa, gld	cv, diachronica, eurasian, nidaba, pbase, phoible, ruhlen	asjp:s, color:#6496c8, dolgo:S, prosody:3, sca:S
voiceless alveolar ejective sibilant fricative consonant	sʼ	C, sʼ, s’	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, pbase, phoible	asjp:s, color:#6496c8, dolgo:S, prosody:3, sca:S
long voiced alveolar nasal consonant	nː	C, nː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
pharyngealized voiced alveolar stop consonant	dˤ	C, dˤ	9	bipa, gld	cv, diachronica, eurasian, lapsyd, multimedia, pbase, phoible	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
long voiceless alveolar stop consonant	tː	C, tː	9	bipa, gld	cv, diachronica, eurasian, nidaba, pbase, phoible, ruhlen	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
voiceless alveolar ejective stop consonant	tʼ	C, tʼ, t’	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, pbase, phoible	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
pharyngealized voiceless alveolar stop consonant	tˤ	C, tˤ	9	bipa, gld	cv, diachronica, eurasian, lapsyd, multimedia, pbase, phoible	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
devoiced voiced alveolar trill consonant	r̥	C, r̥	9	bipa	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
voiced alveolo-palatal sibilant affricate consonant	dʑ	C, dʑ, d͡ʑ, dᶽ, ʓ, ʥ	9	bipa, gld	beijingdaxue, cv, eurasian, lapsyd, nidaba, pbase, phoible	asjp:j, color:#c89664, dolgo:K, prosody:2, sca:C
voiceless alveolo-palatal sibilant affricate consonant	tɕ	C, tɕ, t͡ɕ, tᶝ, ɕ, ʨ	9	bipa, gld	beijingdaxue, cv, eurasian, lapsyd, nidaba, pbase, phoible	asjp:C, color:#c89664, dolgo:K, prosody:2, sca:C
palatalized voiced bilabial stop consonant	bʲ	C, bʲ, bʸ, ᶀ	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
palatalized voiced bilabial nasal consonant	mʲ	C, mʲ, mʸ, ᶆ	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
palatalized voiceless bilabial stop consonant	pʲ	C, pʲ, pʸ, ᶈ	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:p, color:#c8c864, dolgo:P, prosody:1, sca:P
voiceless bilabial fricative consonant	ɸ	C, ɸ	9	bipa	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:f, color:#c8c864, dolgo:P, prosody:3, sca:B
long voiced bilabial nasal consonant	mː	C, mː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic voiced bilabial nasal consonant	m̩	C, ṃ, m̩	9	bipa, gld	beijingdaxue, cv, diachronica, eurasian, nidaba, pbase, phoible	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
aspirated voiced bilabial stop consonant	bʰ	C, bh, bʰ	9	asjp, bipa, gld	cv, diachronica, eurasian, nidaba, pbase, phoible	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
long voiceless bilabial stop consonant	pː	C, pː	9	bipa, gld	cv, diachronica, eurasian, nidaba, pbase, phoible, ruhlen	asjp:p, color:#c8c864, dolgo:P, prosody:1, sca:P
voiceless bilabial ejective stop consonant	pʼ	C, pʼ, p’	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, pbase, phoible	asjp:p, color:#c8c864, dolgo:P, prosody:1, sca:P
palatalized aspirated voiceless bilabial stop consonant	pʰʲ	C, pʰʲ, pʲʰ, pʸʰ	9	bipa, gld	cv, eurasian, lapsyd, nidaba, pbase, phoible	asjp:p, color:#c8c864, dolgo:P, prosody:1, sca:P
breathy voiced bilabial nasal consonant	mʱ	C, mɦ, mʱ, m̤	9	bipa, gld	cv, eurasian, lapsyd, pbase, phoible, ruhlen	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
aspirated voiceless dental stop consonant	t̪ʰ	C, t̪ʰ	9	bipa	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
voiceless labialized-velar approximant consonant	ʍ	C, ʍ	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, nidaba, pbase, phoible	asjp:w, color:#64c896, dolgo:M, prosody:6, sca:M
long voiceless labio-dental fricative consonant	fː	C, fː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:f, color:#c8c864, dolgo:P, prosody:3, sca:B
palatalized voiceless labio-dental fricative consonant	fʲ	C, fʲ, fʸ	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:f, color:#c8c864, dolgo:P, prosody:3, sca:B
voiced labio-dental nasal consonant	ɱ	C, ɱ	9	bipa	cv, diachronica, lapsyd, multimedia, nidaba, phoible, ruhlen	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
nasalized voiced palatal approximant consonant	j̃	C, j̃, ỹ	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:y, color:#64c864, dolgo:J, prosody:6, sca:J
voiced palatal implosive consonant	ʄ	C, ʄ	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, pbase, phoible, ruhlen	asjp:C, color:#c89664, dolgo:K, prosody:2, sca:C
long voiced palatal nasal consonant	ɲː	C, ɲː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
devoiced voiced palatal approximant consonant	j̊	C, j̊, j̥, y̥	9	bipa, gld	cv, diachronica, eurasian, lapsyd, pbase, phoible, ruhlen	asjp:y, color:#64c864, dolgo:J, prosody:6, sca:J
palatalized voiceless post-alveolar sibilant fricative consonant	ʃʲ	C, šʸ, ʃʲ, ᶋ	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
voiceless post-alveolar sibilant affricate consonant	tʃ	C, č, tʃ, t̠ʃ, t͡ʃ, tᶴ, ʧ	9	asjp, bipa, gld	beijingdaxue, cv, eurasian, lapsyd, nidaba, pbase	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
voiced retroflex approximant consonant	ɻ	C, ɻ	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, nidaba, pbase, phoible	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:R
voiced retroflex stop consonant	ɖ	C, ɖ, ʈ̬	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, nidaba, pbase, phoible	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
aspirated voiceless retroflex stop consonant	ʈʰ	C, ʈʰ	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
voiced retroflex tap consonant	ɽ	C, ɽ	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, nidaba, pbase, phoible	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
voiceless uvular affricate consonant	qχ	C, q͡χ, qχ, qᵡ	9	bipa, gld	cv, diachronica, eurasian, nidaba, pbase, phoible, ruhlen	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
labialized voiceless uvular fricative consonant	χʷ	C, Xw, χʷ	9	asjp, bipa	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:G, color:#c89664, dolgo:K, prosody:3, sca:G
voiced uvular trill consonant	ʀ	C, ʀ	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, nidaba, pbase, phoible	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
palatalized voiceless velar fricative consonant	xʲ	C, xʲ, xʸ, ᶍ	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:x, color:#c89664, dolgo:K, prosody:3, sca:G
voiced velar approximant consonant	ɰ	C, ɰ	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, nidaba, pbase, phoible	asjp:w, color:#64c864, dolgo:J, prosody:6, sca:J
voiced velar implosive consonant	ɠ	0, ɠ	9	bipa	cv, eurasian, lapsyd, multimedia, nidaba, pbase, phoible, ruhlen	asjp:0, color:0, dolgo:0, prosody:0, sca:0
aspirated voiced velar stop consonant	gʰ	C, gh, gʰ, ɡʰ	9	asjp, bipa, gld	cv, diachronica, eurasian, nidaba, pbase, phoible	asjp:g, color:#c89664, dolgo:K, prosody:1, sca:K
long voiced velar stop consonant	gː	C, gː, ɡː	9	bipa, gld	cv, diachronica, eurasian, nidaba, pbase, phoible, ruhlen	asjp:g, color:#c89664, dolgo:K, prosody:1, sca:K
long voiceless velar stop consonant	kː	C, kː	9	bipa, gld	cv, diachronica, eurasian, nidaba, pbase, phoible, ruhlen	asjp:k, color:#c89664, dolgo:K, prosody:1, sca:K
voiceless velar ejective stop consonant	kʼ	C, kʼ, k’	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, pbase, phoible	asjp:k, color:#c89664, dolgo:K, prosody:1, sca:K
long nasalized unrounded open front vowel	ãː	V, ãã, ãː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
creaky unrounded open front vowel	a̰	V, a̰	9	bipa	cv, diachronica, eurasian, lapsyd, multimedia, pbase, phoible, ruhlen	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
long unrounded close-mid front vowel	eː	V, ee, eː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:E
long nasalized unrounded close-mid front vowel	ẽː	V, ẽẽ, ẽː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:E
long rounded close-mid back vowel	oː	V, oo, oː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
long nasalized rounded close-mid back vowel	õː	V, õː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
long rounded close front vowel	yː	V, üː, yy, yː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
long unrounded near-open front vowel	æː	V, äː, ææ, æː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
long rounded open-mid front vowel	œː	V, öː, œœ, œː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:U
nasalized rounded open-mid front vowel	œ̃	V, ö̃, œ̃, ɛ̹̃	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:U
long rounded open back vowel	ɒː	V, ɒɒ, ɒː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:O
long rounded open-mid back vowel	ɔː	V, ɔɔ, ɔː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
long nasalized unrounded mid central vowel	ə̃ː	V, əː̃, ə̃ː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
long unrounded open-mid front vowel	ɛː	V, ɛɛ, ɛː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
unrounded open-mid central vowel	ɜ	V, ɜ	9	bipa	beijingdaxue, cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
long unrounded close-mid back vowel	ɤː	V, ɤɤ, ɤː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
long unrounded close central vowel	ɨː	V, ɨɨ, ɨː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:I
nasalized unrounded close central vowel	ɨ̃	V, ɨ̃, ɨ̃ɨ̃	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:I
long unrounded near-close near-front vowel	ɪː	V, ıː, ɪɪ, ɪː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
long unrounded close back vowel	ɯː	V, ɯɯ, ɯː	9	bipa, gld	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:I
rounded close-mid central vowel	ɵ	V, ɵ	9	bipa	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:U
unrounded open-mid back vowel	ʌ	V, ʌ	9	bipa	cv, diachronica, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
palatalized aspirated voiceless velar stop consonant	kʲʰ	kʰʲ, kʲʰ, kʸʰ	9	bipa, gld	eurasian, lapsyd, nidaba, pbase, phoible	asjp:k, color:#c89664, dolgo:K, prosody:1, sca:K
labialized voiceless post-alveolar sibilant fricative consonant	ʃʷ	Sw, šʷ, ʃʷ	9	asjp, bipa, gld	diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
aspirated voiceless alveolar sibilant fricative consonant	sʰ	sh, sʰ	9	asjp, bipa, gld	diachronica, eurasian, lapsyd, pbase, phoible, ruhlen	asjp:s, color:#6496c8, dolgo:S, prosody:3, sca:S
labialized voiced post-alveolar sibilant fricative consonant	ʒʷ	Zw, žʷ, ʒʷ	9	asjp, bipa, gld	diachronica, eurasian, lapsyd, nidaba, pbase, phoible	asjp:Z, color:#6496c8, dolgo:S, prosody:3, sca:S
labialized voiced labio-dental fricative consonant	vʷ	vw, vʷ	9	asjp, bipa, gld	diachronica, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:v, color:#c864c8, dolgo:W, prosody:3, sca:B
palatalized voiced alveolar sibilant fricative consonant	zʲ	C, zʲ, zʸ, ᶎ	8	bipa, gld	cv, diachronica, eurasian, nidaba, pbase, phoible	asjp:z, color:#6496c8, dolgo:S, prosody:3, sca:S
voiceless alveolar lateral affricate consonant	tɬ	C, tɬ, t͡ɬ, ƛ	8	bipa, gld	cv, eurasian, lapsyd, nidaba, pbase, phoible	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
aspirated voiceless alveolar lateral affricate consonant	tɬʰ	C, tɬʰ, t͡ɬʰ, ƛʰ	8	bipa, gld	cv, eurasian, lapsyd, nidaba, pbase, phoible	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
voiceless alveolar click consonant	ǃ	!, C, kǃ, ǃ	8	asjp, bipa	cv, diachronica, lapsyd, multimedia, pbase, ruhlen	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
voiceless alveolar ejective lateral fricative consonant	ɬʼ	C, ɬʼ, ɬ’	8	bipa	cv, diachronica, eurasian, lapsyd, pbase, phoible	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
voiced alveolar lateral tap consonant	ɺ	C, ɺ	8	bipa	cv, eurasian, lapsyd, multimedia, nidaba, pbase, phoible	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
breathy voiced alveolar lateral approximant consonant	lʱ	C, lɦ, lʱ, l̤	8	bipa, gld	cv, eurasian, lapsyd, pbase, phoible, ruhlen	asjp:l, color:#6464c8, dolgo:R, prosody:5, sca:L
aspirated voiceless alveolo-palatal sibilant affricate consonant	tɕʰ	C, tɕʰ, tɕ’, t͡ɕʰ, ɕʰ	8	bipa, gld	beijingdaxue, cv, eurasian, nidaba, pbase, phoible	asjp:C, color:#c89664, dolgo:K, prosody:2, sca:C
aspirated voiced bilabial nasal consonant	mʰ	C, mh, mʰ	8	asjp, bipa, gld	cv, eurasian, nidaba, pbase, phoible	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
breathy voiced bilabial stop consonant	bʱ	C, bʱ, b̤	8	bipa	cv, diachronica, eurasian, lapsyd, multimedia, phoible, ruhlen	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
long voiced bilabial stop consonant	bː	C, bː	8	bipa, gld	cv, diachronica, eurasian, nidaba, pbase, phoible	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
voiced dental lateral approximant consonant	l̪	C, l̪	8	bipa	cv, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:l, color:#6464c8, dolgo:R, prosody:5, sca:L
voiced dental sibilant fricative consonant	z̪	C, z̪	8	bipa	cv, diachronica, eurasian, lapsyd, pbase, phoible, ruhlen	asjp:z, color:#6496c8, dolgo:S, prosody:3, sca:S
voiceless dental sibilant fricative consonant	s̪	C, s̪	8	bipa	cv, diachronica, eurasian, lapsyd, pbase, phoible, ruhlen	asjp:s, color:#6496c8, dolgo:S, prosody:3, sca:S
labialized voiceless dental stop consonant	t̪ʷ	C, t̪ʷ	8	bipa	cv, eurasian, lapsyd, nidaba, pbase, phoible, ruhlen	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
