CLTS_NAME	BIPA_GRAPHEME	GRAPHEME	LATEX	FEATURES
devoiced unrounded close-mid central vowel	ɘ̥	ɘ̥	*\textreve	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
devoiced unrounded open-mid central vowel	ɜ̥	ɜ̥	*\textipa{3}	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
devoiced rounded open-mid central vowel	ɞ̥	ɞ̥	*\textcloseepsilon	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
devoiced unrounded close-mid back vowel	ɤ̥	ɤ̥	*\textipa{7}	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
devoiced unrounded close front vowel	i̥	i̥	*i	vowel::empty::+high −low −back −round −voice −nasal −spread glottis −constricted glottis
devoiced unrounded near-close near-front vowel	ɪ̥	ɪ̥	*\textipa{I}	vowel::empty::+high −low −back −round −voice −nasal −spread glottis −constricted glottis
devoiced unrounded close central vowel	ɨ̥	ɨ̥	*\textbari	vowel::empty::+high −low +back −round −voice −nasal −spread glottis −constricted glottis
devoiced unrounded close back vowel	ɯ̥	ɯ̥	*\textturnm	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
devoiced rounded close-mid back vowel	o̥	o̥	*o	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
devoiced rounded close-mid central vowel	ɵ̥	ɵ̥	*\textbaro	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
devoiced rounded close-mid front vowel	ø̥	ø̥	*\o	vowel::empty::−high −low −back +round −voice −nasal −spread glottis −constricted glottis
devoiced rounded open front vowel	ɶ̥	ɶ̥	*\textscoelig	vowel::empty::−high +low −back +round −voice −nasal −spread glottis −constricted glottis
devoiced rounded open-mid front vowel	œ̥	œ̥	*\oe	vowel::empty::−high −low −back +round −voice −nasal −spread glottis −constricted glottis
devoiced rounded close back vowel	u̥	u̥	*u	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
devoiced rounded close central vowel	ʉ̥	ʉ̥	*\textbaru	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
devoiced rounded near-close near-back vowel	ʊ̥	ʊ̥	*\textupsilon	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
devoiced unrounded open-mid back vowel	ʌ̥	ʌ̥	*\textturnv	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
devoiced rounded close front vowel	y̥	y̥	*y	vowel::empty::+high −low −back +round −voice −nasal −spread glottis −constricted glottis
devoiced rounded near-close near-front vowel	ʏ̥	ʏ̥	*\textipa{Y}	vowel::empty::+high −low −back +round −voice −nasal −spread glottis −constricted glottis
devoiced unrounded near-open front vowel	æ̥	æ̥	*\ae	vowel::empty::−high +low −back −round −voice −nasal −spread glottis −constricted glottis
devoiced voiced bilabial trill consonant	ʙ̥	ʙ̥	*\textscb	liquid::labial::−voice −lateral
devoiced voiced bilabial nasal consonant	m̥	m̥	*m	nasal::labial::−voice +nasal
devoiced voiced labio-dental approximant consonant	ʋ̥	ʋ̥	*\textscriptv	liquid::labiodental::−voice −lateral
devoiced voiced labio-dental nasal consonant	ɱ̊	ɱ̥	*\textltailm	nasal::labiodental::−voice +nasal
devoiced voiced alveolar trill consonant	r̥	r̥	*r	liquid::alveolar::−voice −lateral
devoiced voiced alveolar lateral tap consonant	ɺ̥	ɺ̥	*\textturnlonglegr	liquid::alveolar::−voice +lateral
devoiced voiced alveolar approximant consonant	ɹ̥	ɹ̥	*\textturnr	liquid::alveolar::−voice −lateral
devoiced voiced alveolar lateral approximant consonant	l̥	l̥	*l	liquid::alveolar::−voice +lateral
devoiced voiced alveolar nasal consonant	n̥	n̥	*n	nasal::alveolar::−voice +nasal
devoiced voiced retroflex tap consonant	ɽ̥	ɽ̥	*\textrtailr	liquid::retroflex::−voice −lateral
devoiced voiced retroflex approximant consonant	ɻ̥	ɻ̥	*\textturnrrtail	liquid::retroflex::−voice −lateral
devoiced voiced retroflex lateral approximant consonant	ɭ̥	ɭ̥	*\textturny	liquid::retroflex::−voice +lateral
devoiced voiced retroflex nasal consonant	ɳ̥	ɳ̥	*\:n	nasal::retroflex::−voice +nasal
devoiced voiced palatal lateral approximant consonant	ʎ̥	ʎ̥	*\begin{IPA} +\;G \end{IPA}	liquid::palatal::−voice +lateral
devoiced voiced palatal nasal consonant	ɲ̊	ɲ̥	*\textltailn	nasal::palatal::−voice +nasal
devoiced voiced velar lateral approximant consonant	ʟ̥	ʟ̥	*\textscl	liquid::velar::−voice +lateral
devoiced voiced velar nasal consonant	ŋ̊	ŋ̥	*\textipa{N}	nasal::velar::−voice +nasal
devoiced voiced uvular trill consonant	ʀ̥	ʀ̥	*\textscr	liquid::uvular::−voice −lateral
devoiced voiced uvular nasal consonant	ɴ̥	ɴ̥	*\textscn	nasal::uvular::−voice +nasal
non-syllabic devoiced unrounded open front vowel	ḁ̯	a̯̥	*\textroundcap{a}	vowel::empty::−high +low +back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded near-open central vowel	ɐ̥̯	ɐ̯̥	*\textroundcap{\textturna}	vowel::empty::−high +low +back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded open back vowel	ɑ̥̯	ɑ̯̥	*\textroundcap{\textscripta}	vowel::empty::−high +low +back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded open back vowel	ɒ̥̯	ɒ̯̥	*\textroundcap{\textturnscripta}	vowel::empty::−high +low +back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded open-mid back vowel	ɔ̥̯	ɔ̯̥	*\textroundcap{\textopeno}	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded close-mid front vowel	e̥̯	e̯̥	*\textroundcap{e}	vowel::empty::−high −low −back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded open-mid front vowel	ɛ̥̯	ɛ̯̥	*\textroundcap{\textipa{E}}	vowel::empty::−high −low −back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded mid central vowel	ə̥̯	ə̯̥	*\textroundcap{\textschwa}	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
rhotacized non-syllabic devoiced unrounded mid central vowel	ə̥̯˞	ɚ̯̥	*\textroundcap{\textrhookschwa}	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded close-mid central vowel	ɘ̥̯	ɘ̯̥	*\textroundcap{\textreve}	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded open-mid central vowel	ɜ̥̯	ɜ̯̥	*\textroundcap{\textipa{3}}	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded open-mid central vowel	ɞ̥̯	ɞ̯̥	*\textroundcap{\textcloseepsilon}	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded close-mid back vowel	ɤ̥̯	ɤ̯̥	*\textroundcap{\textipa{7}}	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded close front vowel	i̥̯	i̯̥	*\textroundcap{i}	vowel::empty::+high −low −back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded near-close near-front vowel	ɪ̥̯	ɪ̯̥	*\textroundcap{\textipa{I}}	vowel::empty::+high −low −back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded close central vowel	ɨ̥̯	ɨ̯̥	*\textroundcap{\textbari}	vowel::empty::+high −low +back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded close back vowel	ɯ̥̯	ɯ̯̥	*\textroundcap{\textturnm}	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded close-mid back vowel	o̥̯	o̯̥	*\textroundcap{o}	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded close-mid central vowel	ɵ̥̯	ɵ̯̥	*\textroundcap{\textbaro}	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded close-mid front vowel	ø̥̯	ø̯̥	*\textroundcap{\o}	vowel::empty::−high −low −back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded open front vowel	ɶ̥̯	ɶ̯̥	*\textroundcap{\textscoelig}	vowel::empty::−high +low −back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded open-mid front vowel	œ̥̯	œ̯̥	*\textroundcap{\oe}	vowel::empty::−high −low −back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded close back vowel	u̥̯	u̯̥	*\textroundcap{u}	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded close central vowel	ʉ̥̯	ʉ̯̥	*\textroundcap{\textbaru}	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded near-close near-back vowel	ʊ̥̯	ʊ̯̥	*\textroundcap{\textupsilon}	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded open-mid back vowel	ʌ̥̯	ʌ̯̥	*\textroundcap{\textturnv}	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded close front vowel	y̥̯	y̯̥	*\textroundcap{y}	vowel::empty::+high −low −back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced rounded near-close near-front vowel	ʏ̥̯	ʏ̯̥	*\textroundcap{\textipa{Y}}	vowel::empty::+high −low −back +round −voice −nasal −spread glottis −constricted glottis
non-syllabic devoiced unrounded near-open front vowel	æ̥̯	æ̯̥	*\textroundcap{\ae}	vowel::empty::−high +low −back −round −voice −nasal −spread glottis −constricted glottis
nasalized devoiced unrounded open front vowel	ḁ̃	ḁ̃	*\textipa{\~a}	vowel::empty::−high +low +back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded near-open central vowel	ɐ̥̃	ɐ̥̃	*\textipa{\~\textturna}	vowel::empty::−high +low +back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded open back vowel	ɑ̥̃	ɑ̥̃	*\textipa{\~\textscripta}	vowel::empty::−high +low +back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced rounded open back vowel	ɒ̥̃	ɒ̥̃	*\textipa{\~\textturnscripta}	vowel::empty::−high +low +back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced rounded open-mid back vowel	ɔ̥̃	ɔ̥̃	*\textipa{\~\textopeno}	vowel::empty::−high −low +back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded close-mid front vowel	ẽ̥	ẽ̥	*\textipa{\~e}	vowel::empty::−high −low −back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded open-mid front vowel	ɛ̥̃	ɛ̥̃	*\textipa{\~\textipa{E}}	vowel::empty::−high −low −back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded mid central vowel	ə̥̃	ə̥̃	*\textipa{\~\textschwa}	vowel::empty::−high −low +back −round −voice +nasal −spread glottis −constricted glottis
rhotacized nasalized devoiced unrounded mid central vowel	ə̥̃˞	ɚ̥̃	*\textipa{\~\textrhookschwa}	vowel::empty::−high −low +back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded close-mid central vowel	ɘ̥̃	ɘ̥̃	*\textipa{\~\textreve}	vowel::empty::−high −low +back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded open-mid central vowel	ɜ̥̃	ɜ̥̃	*\textipa{\~\textipa{3}}	vowel::empty::−high −low +back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced rounded open-mid central vowel	ɞ̥̃	ɞ̥̃	*\textipa{\~\textcloseepsilon}	vowel::empty::−high −low +back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded close-mid back vowel	ɤ̥̃	ɤ̥̃	*\textipa{\~\textipa{7}}	vowel::empty::−high −low +back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded close front vowel	ĩ̥	ĩ̥	*\textipa{\~i}	vowel::empty::+high −low −back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded near-close near-front vowel	ɪ̥̃	ɪ̥̃	*\textipa{\~\textipa{I}}	vowel::empty::+high −low −back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded close central vowel	ɨ̥̃	ɨ̥̃	*\textipa{\~\textbari}	vowel::empty::+high −low +back −round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded close back vowel	ɯ̥̃	ɯ̥̃	*\textipa{\~\textturnm}	vowel::empty::+high −low +back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced rounded close-mid back vowel	õ̥	õ̥	*\textipa{\~o}	vowel::empty::−high −low +back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced rounded close-mid central vowel	ɵ̥̃	ɵ̥̃	*\textipa{\~\textbaro}	vowel::empty::−high −low +back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced rounded close-mid front vowel	ø̥̃	ø̥̃	*\textipa{\~\o}	vowel::empty::−high −low −back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced rounded open front vowel	ɶ̥̃	ɶ̥̃	*\textipa{\~\textscoelig}	vowel::empty::−high +low −back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced rounded open-mid front vowel	œ̥̃	œ̥̃	*\textipa{\~\oe}	vowel::empty::−high −low −back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced rounded close back vowel	ũ̥	ũ̥	*\textipa{\~u}	vowel::empty::+high −low +back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced rounded close central vowel	ʉ̥̃	ʉ̥̃	*\textipa{\~\textbaru}	vowel::empty::+high −low +back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced rounded near-close near-back vowel	ʊ̥̃	ʊ̥̃	*\textipa{\~\textupsilon}	vowel::empty::+high −low +back +round −voice +nasal −spread glottis −constricted glottis
nasalized devoiced unrounded open-mid back vowel	ʌ̥̃	ʌ̥̃	*\textipa{\~\textturnv}	vowel::empty::−high −low +back −round −voice +nasal −spread glottis −constricted glottis
